当前数据库信息：
jdbc:oracle:thin:@192.168.10.106:1521:orcl, scjm2, scjm2
==================


1、数据库实例信息

startup_time, instance_name, host_name, version

2015-11-30, orcl, localhost.localdomain, 11.2.0.3.0


2、安装环境信息

version_time, database_role, resetlogs_change#, open_resetlogs, protection_level, standby_became_primary_scn, db_unique_name, supplemental_log_data_fk, archive_change#, activation#, platform_id, platform_name, created, controlfile_type, name, log_mode, dbid, current_scn, controlfile_time, flashback_on, fs_failover_status, supplemental_log_data_min, dataguard_broker, supplemental_log_data_all, archivelog_change#, controlfile_converted, guard_status, controlfile_change#, resetlogs_time, supplemental_log_data_pl, supplemental_log_data_pk, archivelog_compression, last_open_incarnation#, switchover_status, checkpoint_change#, recovery_target_incarnation#, protection_mode, open_mode, remote_archive, prior_resetlogs_time, supplemental_log_data_ui, fs_failover_threshold, force_logging, controlfile_sequence#, switchover#, prior_resetlogs_change#, controlfile_created

2014-07-09, PRIMARY, 995548, NOT ALLOWED, UNPROTECTED, 0, orcl, NO, 43050866, 1380247339, 13, Linux x86 64-bit, 2014-07-09, CURRENT, ORCL, NOARCHIVELOG, 1380260907, 43110179, 2016-01-15, NO, DISABLED, NO, DISABLED, NO, 0, NO, NONE, 43110154, 2014-07-09, NO, NO, DISABLED, 2, NOT ALLOWED, 43091204, 2, MAXIMUM PERFORMANCE, READ WRITE, ENABLED, 2011-09-17, NO, 0, NO, 222131, 1380247339, 1, 2014-07-09


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.3.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.3.0

PL/SQL, Production, 11.2.0.3.0

TNS for Linux:, Production, 11.2.0.3.0


4、数据库安装配置信息

parameter, value
TBPM_EXEC_USER, NODEUSERID, 节点用户设置ID

TBPM_EXEC_USER, ORG_ID, 组织ID

TBPM_EXEC_USER, TYPE, 候选类型

TBPM_EXEC_USER, CANDIDATE_IDS, 候选人ID集合

TBPM_EXEC_USER, CANDIDATE_NAMES, 候选人名称集合

TBPM_EXEC_USER, DEMENSION_TYPE, 用户维度

TBPM_EXEC_USER, UPLOW_TYPE, 上下级类型（同级、上级、下级）

TBPM_EXEC_USER, UPLOW_LEVEL, 级数

TBPM_EXEC_USER, COMP_TYPE, 计算类型(IN or Not IN)

TBPM_EXEC_USER, JOIN_TYPE, 关联类型（And|Or）

TBPM_EXEC_USER, ORDER_NO, 执行顺序

TBPM_EXP, ID, 流水号

TBPM_EXP, SERVICE_METHOD, 服务方法

TBPM_EXP, PARAM, 方法入参

TBPM_EXP, EXP_INFO, 异常信息

TBPM_EXP, EXP_TIME, 异常时间

TBPM_EXP, IS_SOLVE, 是否解决

TBPM_EXP, SOLVOR, 解决人

TBPM_EXP, SOLVE_TIME, 解决时间

TBPM_FORM, ID, 流水号

TBPM_FORM, TYPE, 节点类型

TBPM_FORM, PROC_DEF_ID, 流程定义ID

TBPM_FORM, NODE_DEF_ID, 节点定义ID

TBPM_FORM, HANDLE_FORM_TYPE, 流程启动页面表单类型

TBPM_FORM, HANDLE_FORM_URL, 流程启动页面URL

TBPM_FORM, HANDLE_MENU, 流程启动功能编号

TBPM_FORM, HANDLE_FORM_RIGHT, 流程启动页面表单权限

TBPM_HABIT, ID, 流水号

TBPM_HABIT, VER_NO, 版本号

TBPM_HABIT, USER_ID, 用户ID

TBPM_HABIT, PROC_DEF_ID, 流程定义ID

TBPM_HABIT, NODE_DEF_ID, 节点定义ID

TBPM_HABIT, CONTENT, 选择内容

TBPM_MENU_FIELD, MENU_ID, 菜单ID

TBPM_MENU_FIELD, FIELD_ID, 表单域ID

TBPM_MENU_FIELD, FIELD_NAME, 表单域名称

TBPM_MENU_FIELD, IS_BIZ_RULE, 是否业务规则字段

TBPM_MIGRATE_LOG, ID, 流水号

TBPM_MIGRATE_LOG, DESC_, 迁移描述

TBPM_MIGRATE_LOG, SCRIPT, 迁移脚本

TBPM_MIGRATE_LOG, MIGRATEBY, 迁移者

TBPM_MIGRATE_LOG, ROLLBACKBY, 回滚人

TBPM_NODE_DEF, ID, 流水号

TBPM_NODE_DEF, PROC_DEF_ID, 流程定义ID

TBPM_NODE_DEF, TYPE, 节点类型

TBPM_NODE_DEF, NAME, 节点名称

TBPM_NODE_DEF, FULL_NAME, 节点全称

TBPM_NODE_DEF, DESC_, 节点描述

TBPM_NODE_DEF, ACTION_ID, 流程动作ID

TBPM_NODE_DEF, BEFORE_NODE_DEF_ID, 前序节点定义ID

TBPM_NODE_DEF, AFTER_NODE_DEF_ID, 后序节点定义ID

TBPM_NODE_DEF, NODE_COORDINATE, 节点坐标

TBPM_NODE_DEF, IS_FORK, 是否为发散节点

TBPM_NODE_DEF, IS_JOIN, 是否为汇聚节点

TBPM_NODE_DEF, IS_ASYN, 是否为异步子流程

TBPM_NODE_DEF, SUB_PROC_KEY, 子流程KEY值

TBPM_NODE_DEF, SUB_VER_NO, 子流程版本号

TBPM_PROC_DEF, ID, 流水号

TBPM_PROC_DEF, TYPE, 定义类型

TBPM_PROC_DEF, NAME, 流程标题

TBPM_PROC_DEF, KEY_, 流程KEY值

TBPM_PROC_DEF, DESC_, 流程描述

TBPM_PROC_DEF, ILOG, 流程ILOG文件

TBPM_PROC_DEF, BPMN, 流程BPMN文件

TBPM_PROC_DEF, DEPLOY_ID, 流程发布ID

TBPM_PROC_DEF, IS_AUTH, 是否需要授权

TBPM_PROC_DEF, CREATE_TIME, 创建时间

TBPM_PROC_DEF, UPDATE_TIME, 更新时间

TBPM_PROC_DEF, CREATEBY, 创建者ID

TBPM_PROC_DEF, UPDATEBY, 更新者ID

TBPM_PROC_DEF, REASON, 更新原因

TBPM_PROC_DEF, VER_NO, 版本号

TBPM_PROC_DEF, PARENT_ID, 父级流程定义ID

TBPM_PROC_DEF, BIZ_TYPE, 业务类型

TBPM_PROC_DEF, STATE, 流程状态

TBPM_PROC_DEF, ORDER_NO, 排序号

TBPM_PROC_DEF, ORG_ID, 分中心

TBPM_PROC_RUN, ID, 流水号

TBPM_PROC_RUN, VER_NO, 版本号

TBPM_PROC_RUN, PROC_INST_ID, 流程实例ID

TBPM_PROC_RUN, PROC_DEF_ID, 流程定义ID

TBPM_PROC_RUN, EXEC_ID, 执行ID

TBPM_PROC_RUN, PARENT_ID, 父执行ID

TBPM_PROC_RUN, FROM_NODE_INST_ID, From节点实例ID

TBPM_PROC_RUN, TO_NODE_INST_ID, To节点实例ID

TBPM_PROC_RUN, FROM_NODE_DEF_ID, From节点定义ID

TBPM_PROC_RUN, TO_NODE_DEF_ID, To节点定义ID

TBPM_PROC_RUN, IS_CONCURRENCY, 是否并发执行

TBPM_PROC_RUN, IS_OPTIONAL, 是否为可选执行

TBPM_PROC_RUN, IS_EXCLUSIVE, 是否为排他执行

TBPM_PROC_RUN, IS_ACTIVATE, 是否激活状态

TBPM_PROC_RUN_TRACE, FROM_TASK_ID, FROM任务ID

TBPM_PROC_RUN_TRACE, TO_TASK_ID, TO任务ID

TBPM_PROC_RUN_TRACE, PROC_INST_ID, 流程实例ID

TBPM_PROC_RUN_TRACE, PROC_DEF_ID, 流程定义ID

T_PJ17_14, PJ1714003, 营业收入

T_PJ17_14, PJ1714004, 服务收入

T_PJ17_14, PJ1714005, 资产总额

T_PJ17_14, PJ1714008, 从业人数

T_PJ17_14, PJ1714010, 服务支出

T_PJ17_14, PJ1714011, 当年服务企业数

T_PJ17_15, PJ1715001, 流水号

T_PJ17_15, PJ1715002, 企业名称

T_PJ17_15, PJ1715004, 联系人

T_PJ17_15, PJ1715005, 企业地址

T_PJ17_15, PJ1715007, 法人代表

T_PJ17_15, PJ1715010, 传真

T_PJ17_15, PJ1715011, 联系人手机

T_PJ17_15, PJB1715012, 所属地区代码

T_PJ17_15, PJ1715013, 组织机构代码

T_PJ17_15, PJ1715015, 单位网址

T_PJ17_15, PJ1715016, 邮编

T_PJ17_15, PJ1715018, 自有(平方米)

T_PJ17_15, PJ1715020, 大专以上人数

T_PJ17_15, PJ1715022, 设备、仪器等服务设施情况

T_PJ17_15, PJ1715023, 主要业绩

T_PJ17_15, PJ1715024, 获得专业服务资质(资格)情况

T_PJ17_15, PJB1715026, 所属行业

T_PJ17_15, PJB1715027, 所服务的行业

T_PJ17_15, PJ1715029, 注册资本

T_PJ17_15, PJ1715031, 邮箱

T_PJ17_15, PJ1715032, 业务范围

T_PJ17_16, PJ1716001, 流水号

T_PJ17_16, PJ000, 项目流水号

T_PJ17_16, PJ1716002, 项目名称

T_PJ17_16, PJ1716005, 服务能力提升（建设内容）申请专项资金

T_PJ17_16, PJ1716006, 项目投资合计

T_PJ17_16, PJ1716007, 申请专项资金合计

T_PJ17_16, PJ1716012, 项目建设结束时间

T_PJ17_17, PJ1717001, 流水号

T_PJ17_17, PJ1717003, 注册时间

T_PJ17_17, PJ1717004, 注册资本

T_PJ17_17, PJB1717006, 市州代码

T_PJ17_17, PJB1717007, 区县代码

T_PJ17_17, PJ1717009, 法定代表人

T_PJ17_17, PJB1717011, 所属行业

T_PJ17_17, PJ1717012, 开户银行名称

T_PJ17_17, PJ1717013, 开户银行帐号

T_PJ17_17, PJB1717014, 开户银行信用等级

T_PJ17_17, PJ1717017, 固定资产净值

T_PJ17_17, PJ1717018, 资产负债率

T_PJ17_17, PJ1717019, 流动资产

T_PJ17_17, PJ1717020, 其中流动负债

T_PJ17_17, PJ1717021, 贷款余额

T_PJ17_17, PJ1717022, 其中中长期贷款余额

T_PJ17_17, PJ1717023, 应收帐款

T_PJ17_17, PJ1717024, 应付帐款

T_PJ17_17, PJ1717025, 产成品资金占用

T_PJ17_17, PJ1717026, 邮政编码

T_PJ17_18, PJ000, 项目流水号

T_PJ17_18, PJ1718001, 流水号

T_PJ17_18, PJ1718002, 从业人员数

T_PJ17_18, PJ1718003, 本科及以上学历人员数

T_PJ17_18, PJ1718004, 中高级职称人数

T_PJ17_18, PJ1718005, 服务场地面积

T_PJ17_18, PJ1718006, 上年度实际运营成本

T_PJ17_18, PJ1718007, 上年度服务收入

T_PJ17_18, PJ1718008, 上年度服务企业数量

T_PJ17_18, PJ1718009, 上年度服务中小微企业数量

T_PJ17_18, PJ1718010, 上年度服务满意度

T_PJ17_18, PJ1718011, 现有服务资质

T_PJ17_18, PJ1718012, 现有服务基础条件

T_PJ17_18, PJ1718013, 上年度服务活动开展情况

T_PJ17_19, PJ000, 项目流水号

T_PJ17_19, PJ1719001, 流水号

T_PJ17_19, PJ1719002, 项目名称

T_PJ17_19, PJB1719003, 项目类别

T_PJ17_19, PJB1719004, 申报内容

T_PJ17_19, PJ1719005, 项目建设内容

T_PJ17_19, PJ1719006, 项目主要内容

T_PJ17_19, PJ1719007, 项目备案（审批、核准）文号

T_PJ17_19, PJ1719008, 项目计划总投资

T_PJ17_19, PJ1719009, 其中：固定资产投资

T_PJ17_19, PJ1719010, 项目计划贷款金额

T_PJ17_19, PJ1719011, 项目贷款银行

T_PJ17_19, PJ1719012, 贷款到位金额

T_PJ17_19, PJ1719013, 自有资金到位金额

T_PJ17_19, PJ1719014, 申报时已完成投资

T_PJ17_19, PJ1719015, 项目建设（实施）起始年月

T_PJ17_19, PJ1719016, 项目建设（实施）终止年月

T_PJ17_19, PJ1719017, 项目实施后预计效益

T_PJ17_19, PJ1719018, 上年主要产品生产经营情况备注

T_PJ17_19, PJ1719019, 企业近三年经营情况备注

T_PJ17_19, PJ1719020, 项目负责人

T_PJ17_19, PJ1719021, 联系电话

T_PJ17_19, PJ1719022, 传真

T_PJ17_19, PJ1719023, 电子邮箱

T_PJ17_20, PJ000, 项目流水号

T_PJ17_20, PJ1720001, 流水号

T_PJ17_20, PJ1720002, 产品名称（单位）

T_PJ17_20, PJ1720003, 现有生产能力

T_PJ17_20, PJ1720004, 年生产量

T_PJ17_20, PJ1720005, 产销率

T_PJ17_20, PJ1720006, 技术来源

T_PJ17_20, PJ1720007, 专利使用情况

T_PJ17_21, PJ000, 项目流水号

T_PJ17_21, PJ1721001, 流水号

T_PJ17_21, PJ1721002, 年度

T_PJ17_21, PJ1721003, 销售收入

T_PJ17_21, PJ1721004, 利润

T_PJ17_21, PJ1721005, 税金

T_PJ17_21, PJ1721006, 出口创汇

T_PJ17_21, PJ1721007, 就业人数

T_PJ17_22, PJ000, 项目流水号

T_PJ17_22, PJ1722001, 流水号

T_PJ17_22, PJ1722002, 年新增销售收入

T_PJ17_22, PJ1722003, 新增利润

T_PJ17_22, PJ1722004, 新增税金

T_PJ17_22, PJ1722005, 出口创汇

T_PJ17_22, PJ1722006, 新增就业人数

T_PJ17_22, PJ1722007, 形成生产能力（其中：新增）

T_PJ_01, PJ000, 项目流水号

T_PJ_01, PJ001, 申报项目编号

T_PJ_01, PJ002, 项目名称

T_PJ_01, PJB003, 一级科目

T_PJ_01, PJB004, 二级科目

T_PJ_01, EP001, 企业编码

T_PJ_01, PJ005, 联系人

T_PJ_01, PJ019, 联系方式

T_PJ_01, PJ020, 提交状态

T_PJ_01, PJB022, 申请资金类型

T_PJ_01, PJB006, 项目阶段

T_PJ_01, PJB024, 异常标识

T_PJ_01, PJB026, 比对标识

T_PJ_01, PJB027, 是否推荐

T_PJ_01, PJ028, 专家评分

T_PJ_01, PJ029, 申报年度

T_PJ_01, AAE011, 操作人

T_PJ_01, AAE036, 操作时间

T_PJ_01, AAE010, 是否有效

T_PJ_01, PJ7097, 填报单位

T_PJ_01, PJ7098, 填报时间

T_PJ_01, EP017, 所属部门代码

T_PJ_01, PJB7099, 三级科目

T_PJ_01, PJ7100, 申请金额

T_PJ_01, PJ7101, 安排金额

T_PJ_01, PJB102, 建设阶段

T_PJ_01, EP015, 行业类别子项

T_PJ_01, EP033, 行业类别中类

T_PJ_01, EP035, 行业类别大类

T_PJ_01, EP036, 项目开始时间

T_PJ_01, PJ7102, 投资金额

T_PJ_01, EP037, 项目结束时间

T_PJ_01, PJB030, 是否打回

T_PJ_01, PJB031, 已补充资料

T_PP_01, PP01001, 申报消息推送流水号

T_PP_01, PJ000, 项目流水号

T_PP_01, PP01002, 行业处室

T_PP_01, PP01003, 是否推送到用户

T_PP_01, PP01004, 处理用户（多个用户用逗号分隔）

T_PP_01, PP01005, 备注

T_PP_01, AAE011, 操作人

T_PP_01, AAE010, 有效标识

T_PP_01, AAE036, 操作时间

T_PP_02, PP02001, 流水号

T_PP_02, PJ000, 项目流水号

T_PP_02, PP02002, 办理类型（01督办02质疑）

T_PP_02, PP02003, 办理处室

T_PP_02, PP02004, 是否答疑完毕

T_PP_02, PP02005, 描述

T_PP_02, PP02006, 质疑对象

T_PP_02, PP02007, 提示方式（01页面02工作台03短信04其他）

T_PP_02, AAE011, 操作人

T_PP_02, AAE010, 有效标识

T_PP_02, AAE036, 操作时间

T_PP_02, PP02008, biz_type

T_PP_03, PP03001, 流水号

T_PP_03, PP02001, 质疑流水号

T_PP_03, PP03002, 质疑问题

TBPM_PROC_RUN_TRACE_HIS, TO_TASK_ID, TO任务ID

TBPM_PROC_RUN_TRACE_HIS, PROC_DEF_ID, 流程定义ID

TBPM_PROC_RUN_TRACE_HIS, FROM_NODE_DEF_ID, FROM节点定义ID

TBPM_PROC_VAR, ID, 流水号

TBPM_PROC_VAR, PROC_INST_ID, 流程实例ID

TBPM_PROC_VAR, NODE_INST_ID, 节点实例ID

TBPM_PROC_VAR, SCOPE, 变量作用域

TBPM_PROC_VAR, NAME, 变量名称

TBPM_PROC_VAR, VAR_FLOAT, 浮点数值

TBPM_PROC_VAR, VAR_STR, 字符串值

TBPM_PROC_VAR, VAR_DATE, 日期值

TBPM_PROC_VAR, VAR_OBJ, Java序列化对象

TBPM_PROC_VAR, UPDATEBY_TIME, 创建时间

TBPM_PROC_VAR_HIS, ID, 流水号

TBPM_PROC_VAR_HIS, PROC_INST_ID, 流程实例ID

TBPM_PROC_VAR_HIS, TASK_ID, 任务ID

TBPM_PROC_VAR_HIS, NAME, 变量名称

TBPM_PROC_VAR_HIS, VAR_FLOAT, 浮点数值

TBPM_PROC_VAR_HIS, VAR_STR, 字符串值

TBPM_PROC_VAR_HIS, VAR_DATE, 日期值

TBPM_PROC_VAR_HIS, CREATE_TIME, 创建时间

TBPM_RIGHTS, PROC_DEF_ID, 流程定义ID

TBPM_RIGHTS, ORG_TYPE, 组织类型

TBPM_RIGHTS, ORG_ID, 组织ID

TBPM_RIGHTS, ORG_NAME, 组织名称

TBPM_TASK, ID, 流水号

TBPM_TASK, VER_NO, 版本号

TBPM_TASK, BIZ_CODE, 业务编码

TBPM_TASK, BIZ_STATE, 业务办理状态

TBPM_TASK, PARENT_ID, 父任务ID

TBPM_TASK, TITLE, 待办任务标题

TBPM_TASK, CONTENT, 审批意见

TBPM_TASK, PROC_INST_ID, 流程实例ID

TBPM_TASK, SUB_PROC_INST_ID, 子流程实例ID

TBPM_TASK, FROM_TASK_ID, 源自任务ID

TBPM_TASK, ACTION_ID, 流程动作ID

TBPM_TASK, IS_IMMUTABLE, 是否强制

TBPM_TASK, IS_ASYN, 是否为异步节点

TBPM_TASK, IS_FIRST_TASK, 是否为第一个Task节点

TBPM_TASK, GRAB_TYPE, 抢占模式

TBPM_TASK, HANDLE_FORM_URL, 处理任务表单URL

TBPM_TASK, PRIORITY, 任务优先级

TBPM_TASK, URGENCY, 紧急程度

TBPM_TASK, BIZ_KEY, 业务主键1

TBPM_TASK, BIZ_KEY_3, 业务主键3

TBPM_TASK, BIZ_KEY_4, 业务主键4

TBPM_TASK, CREATEBY_ID_PATH, 创建者ID路径

TBPM_TASK, CREATEBY_ORG_NAME, 创建者组织名称

TBPM_TASK, CREATEBY_ORG_ID, 创建者组织ID

TBPM_TASK, CREATEBY_AGENT_ID, 创建代理人ID

TBPM_TASK, EXECUTEBY, 任务执行者ID

TBPM_TASK, EXECUTEBY_ID_PATH, 执行者ID路径

TBPM_TASK, EXECUTEBY_ORG_NAME, 执行者组织名称

TBPM_TASK, EXECUTEBY_ORG_ID, 执行者组织ID

TBPM_TASK, EXECUTEBY_AGENT_ID, 执行代理人ID

TBPM_TASK, EXECUTEBY_AGENT_NAME, 执行代理者姓名

TBPM_TASK, ACCEPT_TIME, 任务接收时间

TBPM_TASK, END_TIME, 任务结束时间

TBPM_TASK, DURATION_TIME, 任务持续时间

TBPM_TASK, STATE, 任务现状态

TBPM_TASK, OLD_STATE, 任务原状态

TBPM_TASK, SIGN_COUNT, 会签数量

TBPM_TASK, COLL_BATCH_ID, 关联实例批次ID

TBPM_TASK, CAUSE_ID, 发起实例ID

TBPM_TASK, CAUSE_TYPE, 发起实例类型

TBPM_TASK, EXT_FLD_1, 保留字段1

TBPM_TASK, EXT_FLD_2, 保留字段2

TBPM_TASK, EXT_FLD_3, 保留字段3

TBPM_TASK, EXT_FLD_4, 保留字段4

TBPM_TASK, EXT_FLD_5, 保留字段5

TBPM_TASK, EXT_FLD_6, 保留字段6

TBPM_TASK, EXT_FLD_9, 保留字段9

TBPM_TASK, EXT_FLD_10, 保留字段10

TBPM_TASK_HIS, ID, 流水号

TBPM_TASK_HIS, TYPE, 任务类型（树）

TBPM_TASK_HIS, BIZ_CODE, 业务编码

TBPM_TASK_HIS, PROC_DEF_ID, 流程定义ID

TBPM_TASK_HIS, NODE_DEF_ID, 节点定义ID

TBPM_TASK_HIS, PARENT_ID, 父任务ID

TBPM_TASK_HIS, TITLE, 待办任务标题

TBPM_TASK_HIS, IS_AGREE, 是否同意

TBPM_TASK_HIS, CONTENT, 审批意见

TBPM_TASK_HIS, PROC_INST_ID, 流程实例ID

TBPM_TASK_HIS, POOL_INST_ID, 流程关联实例ID

TBPM_TASK_HIS, SUB_PROC_INST_ID, 子流程实例ID

TBPM_TASK_HIS, FROM_TASK_ID, 源自任务ID

TBPM_TASK_HIS, ACTION_ID, 流程动作ID

TBPM_TASK_HIS, IS_IMMUTABLE, 是否强制

TBPM_TASK_HIS, IS_REDO, 是否重复执行节点

TBPM_TASK_HIS, IS_ASYN, 是否为异步节点

TBPM_TASK_HIS, IS_FIRST_TASK, 是否为第一个Task节点

TBPM_TASK_HIS, GRAB_TYPE, 抢占模式

TBPM_TASK_HIS, HANDLE_FORM_URL, 处理任务表单URL

TBPM_TASK_HIS, PRIORITY, 任务优先级

TBPM_TASK_HIS, URGENCY, 紧急程度

TBPM_TASK_HIS, BIZ_KEY, 业务主键1

TBPM_TASK_HIS, BIZ_KEY_3, 业务主键3

TBPM_TASK_HIS, BIZ_KEY_4, 业务主键4

TBPM_TASK_HIS, CREATEBY, 创建者ID

TBPM_TASK_HIS, CREATEBY_ORG_NAME, 创建者组织名称

TBPM_TASK_HIS, CREATEBY_ORG_ID, 创建者组织ID

TBPM_TASK_HIS, CREATEBY_NAME, 创建者姓名

TBPM_TASK_HIS, CREATEBY_AGENT_NAME, 创建代理者姓名

TBPM_PROC_RUN_TRACE, FROM_NODE_DEF_ID, FROM节点定义ID

TBPM_PROC_RUN_TRACE, TO_NODE_DEF_ID, TO节点定义ID

TBPM_PROC_RUN_TRACE_HIS, FROM_TASK_ID, FROM任务ID

TBPM_TASK_HIS, EXECUTEBY, 任务执行者ID

TBPM_TASK_HIS, EXECUTEBY_ID_PATH, 执行者ID路径

TBPM_TASK_HIS, EXECUTEBY_ORG_ID, 执行者组织ID

TBPM_TASK_HIS, EXECUTEBY_NAME, 执行者名称

TBPM_TASK_HIS, EXECUTEBY_AGENT_ID, 执行代理人ID

TBPM_TASK_HIS, DUE_TIME, 任务预期完成时间

TBPM_TASK_HIS, ACCEPT_TIME, 任务接收时间

TBPM_TASK_HIS, END_TIME, 任务结束时间

TBPM_TASK_HIS, DURATION_TIME, 任务持续时间

TBPM_TASK_HIS, STATE, 任务现状态

TBPM_TASK_HIS, EXT_FLD_6, 保留字段6

TBPM_TASK_HIS, ATTACHMENT, 附件列表

TBPM_TASK_HIS, COLL_BATCH_ID, 关联实例批次ID

TBPM_TASK_HIS, CAUSE_ID, 发起实例ID

TBPM_TASK_HIS, CAUSE_TYPE, 发起实例类型

TBPM_TASK_HIS, CAUSE_MODE, 发起实例执行方式

TBPM_TASK_HIS, EXT_FLD_1, 保留字段1

TBPM_TASK_HIS, EXT_FLD_3, 保留字段3

TBPM_TASK_HIS, EXT_FLD_4, 保留字段4

TBPM_TASK_HIS, EXT_FLD_7, 保留字段7

TBPM_TASK_HIS, EXT_FLD_8, 保留字段8

TBPM_TASK_HIS, EXT_FLD_10, 保留字段10

TBPM_TRANSACTION_LOG, ID, 流水号

TBPM_TRANSACTION_LOG, OPR_TYPE, 操作动作

TBPM_TRANSACTION_LOG, OBJ_NAME, 操作对象名称

TBPM_TRANSACTION_LOG, PROC_INST_ID, 流程实例ID

TBPM_TRANSACTION_LOG, POOL_INST_ID, 流程池实例ID

TBPM_TRANSACTION_LOG, BIZ_KEY, 业务主键1

TBPM_TRANSACTION_LOG, BIZ_KEY_2, 业务主键2

TBPM_TRANSACTION_LOG, BIZ_KEY_3, 业务主键3

TBPM_TRANSACTION_LOG, BIZ_KEY_4, 业务主键4

TBPM_TRANSACTION_LOG, BIZ_LOG_ID, 操作日志ID

TBPM_TRANSACTION_LOG, AAB034, 社保机构流水号

TBPM_TRANSACTION_LOG, YAE049, 功能模块号

TBPM_TRANSACTION_LOG, AAE011, 经办人

TBPM_TRANSACTION_LOG, YAB003, 经办机构

TBPM_TRANSACTION_LOG, AAE036, 经办时间

TBPM_TRANSACTION_LOG, CLIENT_NAME, 主机名

TBPM_TRANSACTION_LOG, CLIENT_IP, 主机IP地址

TBPM_TRANSACTION_LOG, IS_ROLLBACK, 是否已经回退

TBPM_TRANSACTION_LOG, ROLLBACK_TIME, 回退时间

TBPM_TRANSACTION_LOG, ROLLBACK_EXECUTEBY, 回退经办人

TBPM_TRANSACTION_LOG, DESC_, 备注

TBPM_TRANSACTION_SQL, ID, 顺序号

TBPM_TRANSACTION_SQL, LOG_ID, 事务日志ID

TBPM_TRANSACTION_SQL, TABLE_, 表名

TBPM_TRANSACTION_SQL, SQL_TYPE, SQL类型

TBPM_TRANSACTION_SQL, STATEMENT, 回退语句

TBPM_TRANSACTION_SQL, PARAM, 回退参数

T_AT_01, AT001, 附件流水号AT001

T_AT_01, PJ000, 项目流水号PJ000

T_AT_01, AT010, 附件类型编码

T_AT_01, ATB002, 文件类型ATB002

T_AT_01, AT002, 文件名AT002

T_AT_01, AT003, 原始文件名AT003

T_AT_01, AT004, 文件路径AT004

T_AT_01, AAE011, 操作人AAE011

T_AT_01, AAE036, 操作时间AAE036

T_AT_01, AAE010, 是否有效AAE010

T_AT_01, AAE013, 备注AAE013

T_AT_01, AT005, 文件编号

T_AT_01, AT006, 文件大小

T_AT_01, ATB001, 附件类型

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AT010, 附件类型编码

BIN$DAb3mdp5RungUwEAAH9xsg==$0, PJB003, 一级科目

BIN$DAb3mdp5RungUwEAAH9xsg==$0, PJB004, 二级科目

BIN$DAb3mdp5RungUwEAAH9xsg==$0, PJB7099, 子项

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AT011, 附件名称

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AT012, 是否必须上传

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AT013, 必填类型

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AAE036, 操作时间AAE036

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AAE010, 是否有效AAE010

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AAE011, 操作人

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AAE013, 备注AAE013

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AT015, 父级附件类型编码

BIN$DAb3mdp5RungUwEAAH9xsg==$0, ATB014, 允许上传附件类型

BIN$DAb3mdp5RungUwEAAH9xsg==$0, AT005, 文件编号

BIN$DAb3mdp5RungUwEAAH9xsg==$0, ATB016, 是否附件类型明细

BIN$DAb3mdp5RungUwEAAH9xsg==$0, ATB017, 是否需要对比

T_AT_03, AT001, 附件流水号AT001

T_AT_03, PJ000, 项目流水号PJ000

T_AT_03, AT010, 附件类型编码AT010

T_AT_03, ATB002, 文件类型ATB002

T_AT_03, AT002, 文件名AT002

T_AT_03, AT003, 原始文件名AT003

T_AT_03, AT004, 文件路径AT004

T_AT_03, AAE011, 操作人AAE011

T_AT_03, AAE036, 操作时间AAE036

T_AT_03, AAE010, 是否有效AAE010

T_AT_03, AAE013, 备注AAE013

T_AT_03, AT005, 文件编号

T_AT_03, AT006, 文件大小

T_AT_03, ATB001, 附件类型ATB001

T_AT_04, AT010, 附件类型编码

T_AT_04, PJB003, 一级科目

T_AT_04, PJB004, 二级科目

T_AT_04, PJB7099, 子项

T_AT_04, AT011, 附件名称

T_AT_04, AT012, 是否必须上传

T_AT_04, AT013, 必填类型

T_AT_04, AAE036, 操作时间AAE036

