当前数据库信息：
jdbc:oracle:thin:@192.168.10.213:1521:testdb, yn01700_p, yn01700_p
==================


1、数据库实例信息


2、安装环境信息


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.4.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.4.0

PL/SQL, Production, 11.2.0.4.0

TNS for Linux:, Production, 11.2.0.4.0


4、数据库安装配置信息

parameter, value
AE70, YAB004, 复核所属机构

AE70, AAE015, 复核时间

AC22, AAZ165, 人员参保险种登记事件ID

AC22, AAZ158, 人员参保登记事件ID

AC22, AAZ159, 人员参保关系ID

AC22, AAC001, 人员ID

AC22, AAB001, 单位编号

AC22, AAE140, 险种类型

AC22, AAF022, 编制类型

AC22, AAC013, 用工形式

AC22, AAC049, 首次参保年月

AC22, AAC030, 个人参保日期

AC22, AAE206, 账户建立年月

AC22, YAC119, 本次参加工作时间

AC22, AAE041, 开始年月

AC22, AAE042, 终止年月

AC22, YAC120, 人员类型

AC22, YAC121, 人员类别

AC22, YAZ289, 征缴规则类型ID

AC22, AAZ136, 基数核定规则参数ID

AC22, YAE097, 最大做账期号

AC22, YAB139, 参保所属机构

AC22, YAC084, 险种离退休标志

AC22, YAC110, 退休待遇开始年月

AC21, AAZ158, 人员参保登记事件ID

AC21, AAC001, 人员ID

AC21, AAB001, 单位ID

AC21, AAZ002, 业务日志ID

AC21, AAE011, 经办人

AC21, AAE036, 经办时间

AC21, YAB003, 经办所属机构

AC21, AAE016, 复核标志

AC21, AAE014, 复核人

AC21, YAB004, 复核所属机构

AC21, AAE015, 复核时间

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAZ113, 浮动费率参数ID

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAB001, 单位ID

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAE140, 险种类型

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAE041, 开始期号

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAE042, 终止期号

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAE013, 备注

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, YAB139, 参保所属机构

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAE100, 当前有效标志

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAE011, 经办人

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, AAE036, 经办时间

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, YAB003, 经办机构

BIN$KUjUuejbFNTgU9UKqMBOlQ==$0, AAZ113, 浮动费率参数ID

BIN$KUjUuejbFNTgU9UKqMBOlQ==$0, YAZ289, 征缴规则类型ID

BIN$KUjUuejbFNTgU9UKqMBOlQ==$0, AAE341, 筹资项目

BIN$KUjUuejbFNTgU9UKqMBOlQ==$0, YAA337, 浮动比例

AE70, YAE606, 浮动费率变更事件ID

BIN$KUjcBsRiGv/gU9UKqMB5EA==$0, YAE606, 浮动费率参数变更事件ID

BIN$KUjcBsRiGv/gU9UKqMB5EA==$0, AAZ113, 浮动费率参数ID

BIN$KUjcBsRiGv/gU9UKqMB5EA==$0, AAE140, 险种类型

BIN$KUjcBsRiGv/gU9UKqMB5EA==$0, AAE041, 开始年月

BIN$KUjcBsRiGv/gU9UKqMB5EA==$0, AAE042, 终止年月

BIN$KUjUuejjFNTgU9UKqMBOlQ==$0, AAZ113, 浮动费率参数ID

BIN$KUjUuejjFNTgU9UKqMBOlQ==$0, YAZ289, 征缴规则类型ID

BIN$KUjUuejjFNTgU9UKqMBOlQ==$0, AAE341, 筹资项目

BIN$KUjUuejjFNTgU9UKqMBOlQ==$0, YAA337, 浮动比例

AE54, YAE102, 协议ID

AE54, AAB001, 单位编号

AE54, AAE140, 险种类型

AE54, YAE106, 协议号

AE54, AAZ003, 当事人银行账号ID

AE54, YAF010, 社保机构银行账号ID

AE54, YAE103, 协议状态

AE54, YAB139, 参保所属机构

AE55, YAE105, 当事人协议登记事件ID

AE55, YAE102, 协议ID

AE55, AAB001, 单位编号

AE55, AAE140, 险种类型

AE55, YAE106, 协议号

AE55, AAZ003, 当事人银行账号ID

AE55, AAZ065, 银行ID

AE55, AAE009, 户名

AE55, AAE010, 账号

AE55, YAF011, 银行同城异地标志

AE55, YAF010, 社保机构银行账号ID

AE55, YAB139, 参保所属机构

AE55, AAZ002, 业务日志ID

AE55, AAE011, 经办人

AE55, AAE036, 经办时间

AE55, YAB003, 经办所属机构

AE55, AAE016, 复核标志

AE55, AAE014, 复核人

AE55, YAB004, 复核所属机构

AE55, AAE015, 复核时间

BIN$KUiEEl6GFV7gU9UKqMDuQg==$0, YAE606, 浮动费率变更事件ID

AC50, AAZ116, 个人账户ID

AC50, AAA119, 账户类型

AC50, AAC001, 人员ID

AC50, AAC062, 账户建立原因

AC50, AAE100, 当前有效标志

AC50, AAE206, 账户建立年月

AC50, AAE237, 账户终结日期

AC50, AAE238, 本金

AC50, AAE239, 利息

AC50, AAE357, 账户支出总额

AC50, AAE240, 账户金额

AC50, AAZ159, 人员参保关系ID

AC50, YAC561, 原人员参保关系ID

AC50, YAE215, 合并前个人ID

AC50, YAE109, 计息截止时间

AC51, AAZ117, 个人账户年度台帐ID

AC51, AAZ116, 个人账户ID

AC51, AAC001, 人员ID

AC51, AAE001, 年度

AC51, AAE250, 本年个人账户支出额

AC51, AAE252, 截至上年末个人账户累计剩余总额

AC51, AAE253, 截至上年末个人账户单位缴费部分划转累计本金

AC51, AAE254, 截至上年末个人账户个人缴费部分划转累计本金

AC51, AAE255, 截至上年末个人账户财政补助（补贴）部分划转累计本金

AC51, AAE256, 截至上年末个人账户单位缴费部分划转利息

AC51, AAE257, 截至上年末个人账户个人缴费部分划转利息

AC51, AAE258, 截至上年末个人账户财政补助（补贴）部分划转利息

AC51, AAE259, 截至上年末个人账户单位缴费部分划转本息在本年产生的利息

AC51, AAE260, 截至上年末个人账户个人缴费部分划转本息在本年产生的利息

AC51, AAE261, 截至上年末个人账户财政补助（补贴）部分划转本息在本年产生的利息

AC51, AAE262, 本年单位缴费部分划入个人账户本金

AC51, AAE263, 本年单位缴费部分划入个人账户本金所产生的利息

AC51, AAE264, 本年个人缴费部分划入个人账户本金

AC51, AAE265, 本年个人缴费部分划入个人账户本金所产生的利息

AC51, AAE266, 本年财政补助（补贴）划入个人账户本金

AC51, AAE267, 本年财政补助（补贴）划入个人账户本金所产生的利息

AC51, YAB139, 参保所属机构

AC51, AAE245, 账户做实金额

AC51, AAE249, 账户做实部分利息

AC51, AAE285, 截至上年末个人账户单位缴费部分支出金额

AC51, AAE286, 截至上年末个人账户个人缴费部分支出金额

AC51, AAE287, 截至上年末个人账户财政补助（补贴）部分支出金额

AC51, AAE288, 截至上年末个人账户单位缴费部分支出应扣减利息

AC51, AAE289, 截至上年末个人账户个人缴费部分支出应扣减利息

AC51, AAE290, 截至上年末个人账户财政补助（补贴）部分支出应扣减利息

AC51, AAE291, 截至上年末个人账户单位缴费部分支出及应扣减利息在本年应扣减的利息

AC51, AAE292, 截至上年末个人账户个人缴费部分支出及应扣减利息在本年应扣减的利息

AC51, AAE293, 截至上年末个人账户财政补助（补贴）部分支出及应扣减利息在本年应扣减的利息

AC51, AAE294, 本年个人账户单位缴费部分支出金额

AC51, AAE295, 本年个人账户单位缴费部分支出金额应扣减利息

AC51, AAE296, 本年个人账户个人缴费部分支出金额

AC51, AAE297, 本年个人账户个人缴费部分支出金额应扣减利息

AC51, AAE298, 本年个人账户财政补助（补贴）支出金额

AC51, AAE299, 本年个人账户财政补助（补贴）支出金额应扣减利息

AC51, YAZ116, 合并前个人账户ID

AC51, YAE215, 合并前个人ID

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAZ118, 个人账户收入明细ID

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAE140, 险种类型

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAE341, 筹资项目

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAC001, 人员ID

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, YAD003, 实处理金额

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAE228, 收入日期

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, YAE101, 计息开始时间

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAZ116, 个人账户ID

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAZ119, 个人账户收入事件ID

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAE003, 对应费款所属期

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, YAZ116, 合并前个人账户ID

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, YAE215, 合并前个人ID

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, AAE013, 备注

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, YAE872, 数据源表

BIN$IE0PmApqSl/gU9UKqMA0Mg==$0, YAE873, 数据源表主键

BIN$I1AT4xyRavHgU9UKqMB3uw==$0, AAZ118, 个人账户收入明细ID

BIN$I1AT4xyRavHgU9UKqMB3uw==$0, AAE140, 险种类型

BIN$I1AT4xyRavHgU9UKqMB3uw==$0, AAE341, 筹资项目

BIN$I1AT4xyRavHgU9UKqMB3uw==$0, AAC001, 人员ID

BIN$I1AT4xyRavHgU9UKqMB3uw==$0, YAD003, 实处理金额

BIN$I1AT4xyRavHgU9UKqMB3uw==$0, AAE228, 收入日期

TMP_RY, AAZ113, 浮动费率参数ID

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAZ189, 人员缴费基数ID

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAB001, 单位ID

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAC001, 人员ID

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAE140, 险种类型

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAE149, 年月

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAC04_10, 工资

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAE180, 人员缴费基数

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAZ159, 人员参保关系ID

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, YAB139, 参保所属机构

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAZ191, 人员缴费基数变更事件ID

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, AAZ136, 基数核定规则参数ID

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, YAC084, 险种离退休标志

BIN$JW3gVnOGWnPgU9UKqMDlOw==$0, HDID, 核定ID

TMP_RY, HDID, 核定ID

TMP_ERROR, HDID, 核定ID

TMP_ERROR, AAB001, 单位ID

TMP_ERROR, AAC001, 人员ID

TMP_ERROR, AAE140, 险种类型

TMP_ERROR, AAE002, 做账期号

TMP_ERROR, ERRMSG, 错误信息

BIN$IgjLoMiFQC/gU9UKqMBXiQ==$0, YLB007, 工程状态

BIN$Ifl8uXV6HqTgU9UKqMByFA==$0, AAE030, 开始日期

BIN$Ifl8uXV6HqTgU9UKqMByFA==$0, AAE031, 终止日期

AB67A1, YLB011, 工伤建安工程人员变更事件ID

AB67A1, YLB002, 工程项目ID

AB67A1, AAE011, 经办人

AB67A1, AAE036, 经办时间

AB67A1, YAB003, 经办所属机构

AB67A1, AAE014, 复核人

AB67A1, AAE015, 复核时间

AB67A1, AAE016, 复核标志

AB67A1, YAB004, 复核经办机构

AB67A1, AAZ002, 业务日志ID

AB67A1, AAE013, 备注

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, YLB013, 工伤建安工程人员变更事件明细ID

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAC058, 身份证件类型

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAC002, 证件号码

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAC003, 姓名

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAC004, 性别

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAC006, 出生日期

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAC001, 人员ID

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAE035, 变更日期

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, YLB016, 人员变更类型

AB67A2, YLB013, 工伤建安工程人员变更事件明细ID

AB67A2, YLB011, 工伤建安工程人员变更事件ID

AB67A2, AAC058, 证件类型

AB67A2, AAC002, 证件号码

AB67A2, AAC003, 姓名

AB67A2, AAC004, 性别

AB67A2, AAC006, 出生日期

AB67A2, AAC001, 人员ID

AB67A2, AAE035, 变更日期

AB67A2, YLB016, 工伤建安工程人员变更类型

AB67, YLB050, 工伤建安工程人员明细ID

AB67, YLB002, 工程项目ID

AB67, AAC058, 证件类型

AB67, AAC002, 证件号码

AB67, AAC003, 姓名

AB67, AAC004, 性别

AB67, AAC006, 出生日期

AB67, AAC001, 人员ID

AB67, AAE220, 登记日期

AB67, AAE030, 开始日期

AB67, AAE031, 终止日期

AB67, YLB011, 工伤建安工程人员变更事件ID

BIN$Ifn6ugMXLJrgU9UKqMA2vg==$0, YLB014, 工伤建安工程变更事件ID

BIN$Ifn6ugMXLJrgU9UKqMA2vg==$0, YLB002, 工程项目ID

AB66A2, YLB014, 工伤建安工程变更事件ID

AB66A2, YLB002, 工程项目ID

AB66A2, YLB012, 工伤建安工程变更类型

AB66A2, AAE035, 变更日期

AB66A2, AAE011, 经办人

AB66A2, AAE036, 经办时间

AB66A2, YAB003, 经办所属机构

AB66A2, AAE014, 复核人

AB66A2, AAE015, 复核时间

AB66A2, AAE016, 复核标志

AB66A2, YAB004, 复核经办机构

AB66A2, AAZ002, 业务日志ID

AB66A2, AAE013, 备注

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, YLB015, 工伤建安工程变更事件明细ID

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, YLB014, 工伤建安工程变更事件ID

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, AAE157, 变更项目所在表

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, YAE141, 变更项目所在表中文含义

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, AAE122, 变更项目

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, AAE155, 变更项目中文含义

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, AAE123, 变更前信息

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, AAE301, 变更前信息描述

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, AAE124, 变更后信息

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, AAE302, 变更后信息描述

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, YAE876, 数据源表主键CODE

BIN$IfoTT/z8fSrgU9UKqMCN8w==$0, YAE873, 数据源表主键VALUE

AB66A3, YLB015, 工伤建安工程变更事件明细ID

AB66A3, YLB014, 工伤建安工程变更事件ID

AB66A3, AAE157, 变更项目所在表

AB66A3, YAE141, 变更项目所在表中文含义

AB66A3, AAE122, 变更项目

AB66A3, AAE155, 变更项目中文含义

AB66A3, AAE123, 变更前信息

AB66A3, AAE301, 变更前信息描述

AB66A3, AAE124, 变更后信息

AB66A3, AAE302, 变更后信息描述

AB66A3, YAE876, 数据源表主键CODE

AB66A3, YAE873, 数据源表主键VALUE

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB002, 工程项目ID

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, AAB001, 单位ID

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB003, 工程项目名称

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB018, 工程项目内容

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB004, 合同工程总造价(万)

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB008, 合同有效开始日期

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB009, 合同有效结束日期

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB005, 施工开始时间

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB006, 施工竣工时间

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB017, 工伤建安工程已核定金额(万元)

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB019, 工伤建安工程预计用工人数

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB020, 工伤建安工程项目建筑施工总承包企业

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, AAE004, 联系人姓名

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, AAE005, 联系电话

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YAB139, 参保所属机构

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, AAB301, 所属行政区划代码

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB007, 工程状态

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, YLB010, 工伤建安工程申请事件ID

BIN$IhqhX7HeK+LgU9UKqMCQpg==$0, AAE013, 备注

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB010, 工伤建安工程申请事件ID

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB002, 工程项目ID

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAB001, 单位ID

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB003, 工程项目名称

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB018, 工程项目内容

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB004, 合同工程总造价(万)

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB008, 合同有效开始日期

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB009, 合同有效结束日期

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB019, 工伤建安工程预计用工人数

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YLB020, 工伤建安工程项目建筑施工总承包企业

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAE004, 联系人姓名

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAE005, 联系电话

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YAB139, 参保所属机构

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAB301, 所属行政区划代码

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAE011, 经办人

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAE036, 经办时间

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YAB003, 经办所属机构

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAE014, 复核人

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAE015, 复核时间

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAE016, 复核标志

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, YAB004, 复核经办机构

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAZ002, 业务日志ID

BIN$IgjLoMiNQC/gU9UKqMBXiQ==$0, AAE013, 备注

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB010, 工伤建安工程申请事件ID

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB002, 工程项目ID

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAB001, 单位ID

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB003, 工程项目名称

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB018, 工程项目内容

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB004, 合同工程总造价(万)

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB008, 合同有效开始日期

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB009, 合同有效结束日期

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB019, 工伤建安工程预计用工人数

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YLB020, 工伤建安工程项目建筑施工总承包企业

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAE004, 联系人姓名

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAE005, 联系电话

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YAB139, 参保所属机构

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAB301, 所属行政区划代码

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAE011, 经办人

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAE036, 经办时间

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YAB003, 经办所属机构

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAE014, 复核人

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAE015, 复核时间

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAE016, 复核标志

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, YAB004, 复核经办机构

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAZ002, 业务日志ID

BIN$IgjLoMiQQC/gU9UKqMBXiQ==$0, AAE013, 备注

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB010, 工伤建安工程申请事件ID

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB002, 工程项目ID

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAB001, 单位ID

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB003, 工程项目名称

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB018, 工程项目内容

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB004, 合同工程总造价(万)

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB008, 合同有效开始日期

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB009, 合同有效结束日期

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB019, 工伤建安工程预计用工人数

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YLB020, 工伤建安工程项目建筑施工总承包企业

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAE004, 联系人姓名

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAE005, 联系电话

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YAB139, 参保所属机构

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAB301, 所属行政区划代码

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAE011, 经办人

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAE036, 经办时间

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YAB003, 经办所属机构

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAE014, 复核人

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAE015, 复核时间

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAE016, 复核标志

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, YAB004, 复核经办机构

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAZ002, 业务日志ID

BIN$IhqrmOwwLTXgU9UKqMDvjw==$0, AAE013, 备注

BIN$IgrdD3HaHa7gU9UKqMAR3w==$0, YLB022, 工伤建安工程核定事件ID

BIN$IgrdD3HaHa7gU9UKqMAR3w==$0, YLB002, 工程项目ID

BIN$IgrdD3HaHa7gU9UKqMAR3w==$0, YAE518, 当事人核定ID

BIN$IgrdD3HaHa7gU9UKqMAR3w==$0, YLB021, 参与核定工程造价

BIN$IgrdD3HaHa7gU9UKqMAR3w==$0, YAA336, 基准缴费比例

BIN$IgrdD3HaHa7gU9UKqMAR3w==$0, AAZ083, 当事人征缴计划事件ID

BIN$IgrdD3HaHa7gU9UKqMAR3w==$0, AAE013, 备注

BIN$IgrdD3HdHa7gU9UKqMAR3w==$0, YLB022, 工伤建安工程核定事件ID

BIN$IgrdD3HdHa7gU9UKqMAR3w==$0, YLB002, 工程项目ID

BIN$IgrdD3HdHa7gU9UKqMAR3w==$0, YAE518, 当事人核定ID

BIN$IgrdD3HdHa7gU9UKqMAR3w==$0, YLB021, 参与核定工程造价

BIN$IgrdD3HdHa7gU9UKqMAR3w==$0, YAA336, 基准缴费比例

BIN$IgrdD3HdHa7gU9UKqMAR3w==$0, AAZ083, 当事人征缴计划事件ID

BIN$IgrdD3HdHa7gU9UKqMAR3w==$0, AAE013, 备注

BIN$IgwyvangIPfgU9UKqMBT3A==$0, YLB022, 工伤建安工程核定事件ID

BIN$IgwyvangIPfgU9UKqMBT3A==$0, YLB002, 工程项目ID

BIN$IgwyvangIPfgU9UKqMBT3A==$0, YAE518, 当事人核定ID

BIN$IgwyvangIPfgU9UKqMBT3A==$0, YLB021, 参与核定工程造价

BIN$IgwyvangIPfgU9UKqMBT3A==$0, YAA336, 基准缴费比例

BIN$IgwyvangIPfgU9UKqMBT3A==$0, AAZ083, 当事人征缴计划事件ID

BIN$IgwyvangIPfgU9UKqMBT3A==$0, AAE013, 备注

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAZ159, 人员参保关系ID

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAC001, 人员ID

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAB001, 单位ID

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAE140, 险种类型

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAC013, 用工形式

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAC008, 人员参保状态

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAC049, 首次参保年月

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAC030, 个人参保日期

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAE206, 账户建立年月

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAC119, 本次参加工作时间

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAE041, 开始年月

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAE042, 终止年月

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAC120, 人员类型

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAC121, 人员类别

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAZ289, 征缴规则类型ID

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAZ136, 基数核定规则参数ID

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAE097, 最大做账期号

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAB139, 参保所属机构

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAE102, 协议ID

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAC084, 险种离退休标志

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAC110, 退休待遇开始年月

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, AAZ165, 人员参保险种登记事件ID

BIN$JW3gVnNzWnPgU9UKqMDlOw==$0, YAA100, 锁定标志

